file,dominant_gender,Man,Woman,dominant_race,white,latino hispanic,asian,black,middle eastern,indian
constructionworkers_0.jpg,Woman,18.25205832719803,81.74793720245361,white,78.77907156944275,4.017246514558792,0.01701199362287298,0.010744054452516139,17.01323240995407,0.1626942539587617
constructionworkers_1.jpg,Man,99.99152421951294,0.008477416849927977,white,88.51052522659302,0.9558694437146187,0.00025322810870420653,0.0001832272232604737,10.51461175084114,0.018558447482064366
constructionworkers_2.jpg,Man,99.95841383934021,0.04158610827289522,white,50.84317326545715,14.41086232662201,0.7473340723663568,0.23465447593480349,31.851017475128174,1.9129607826471329
doctors_0.jpg,Man,99.94059801101685,0.059404579224064946,white,95.7580029964447,2.136468328535557,0.012122654152335599,0.0006880301953060552,2.0842911675572395,0.00843342422740534
doctors_1.jpg,Man,85.32514572143555,14.674851298332214,asian,0.35106632858514786,0.3626355202868581,99.24654960632324,0.0009901666089717764,0.0032651561923557892,0.035492132883518934
doctors_2.jpg,Woman,0.00013613499731945922,99.9998688697815,white,98.5365092754364,0.3220847574993968,4.0800367173687846e-05,1.2018972483929247e-06,1.140652596950531,0.0007155926596169593
doctors_3.jpg,Man,99.75577592849731,0.24422446731477976,white,99.97754693298972,0.011527928371844038,3.8112622399931e-08,3.619883908670879e-10,0.01091804603579464,2.3218473262848669e-07
doctors_4.jpg,Woman,0.0011811106560344342,99.99881982803345,asian,0.9084870107471943,12.499356269836426,38.14559876918793,34.74293649196625,0.5669277627021074,13.136686384677887
doctors_5.jpg,Woman,18.183036148548126,81.81695938110352,white,56.46687150001526,24.66548979282379,0.6674573291093111,0.1963794231414795,16.68243110179901,1.321374624967575
doctors_6.jpg,Man,99.99831914901733,0.001676888314250391,black,2.631037922251611e-09,8.439942078553031e-07,3.5379726925910404e-08,99.99996423721313,4.904375169867414e-09,3.353049464749347e-05
doctors_femalegroup1_0.jpg,Woman,0.0005317318482411793,99.99946355819702,white,41.509124636650085,34.96113121509552,2.6602832600474358,0.6868500728160143,17.45220422744751,2.730405144393444
doctors_femalegroup1_1.jpg,Woman,0.0019645949578261934,99.99803304672241,latino hispanic,28.668886423110962,35.56613326072693,5.190708860754967,1.268711406737566,22.313933074474335,6.991630047559738
doctors_femalegroup1_2.jpg,Man,88.3763313293457,11.623664945363998,white,41.57198021244885,13.971036015214683,33.02685517232747,0.35563448701110406,9.031810404766226,2.0426881785802946
doctors_malegroup1_0.jpg,Man,99.99459981918335,0.0053987449064152315,middle eastern,12.855134862049239,8.94304034792896,0.1570667535024281,0.7515192532963451,59.46980005862712,17.82343175131896
doctors_malegroup1_1.jpg,Man,99.69437718391418,0.3056218149140477,white,49.442893266677856,5.362631380558014,0.0016935642634052783,0.0007437806289090076,45.01863121986389,0.1734046032652259
doctors_malegroup1_2.jpg,Man,99.99206066131592,0.007944033131934702,white,99.29801830076953,0.08153987192818558,9.852435558624681e-06,6.5319908800019146e-06,0.620144904238593,0.00027961222108448686
firefighters_0.jpg,Man,99.83019828796387,0.169796880800277,asian,1.7914585496236624,5.0624785497810185,91.74547293836201,0.02990420551249915,0.01979507124398917,1.3508873312607608
firefighters_1.jpg,Man,96.62628173828125,3.3737175166606903,white,31.89361177606723,21.427180937192553,8.059109218014385,2.063761525006476,27.95587813328244,8.60045952802414
firefighters_2.jpg,Man,93.25321912765503,6.7467838525772095,white,96.66904211044312,1.3691998086869717,0.021667491819243878,0.0012802090168406721,1.9233951345086098,0.015410879859700799
grouptest1_0.jpg,Woman,0.6126641761511564,99.38733577728271,asian,0.014179361460264772,0.008220986637752503,99.88328814506531,8.565429254758783e-07,4.108805740088428e-07,0.09431337821297348
grouptest1_1.jpg,Man,99.95588660240173,0.04411483823787421,latino hispanic,12.466634064912796,31.591293215751648,13.298939168453217,17.272654175758362,13.346926867961884,12.023553252220154
grouptest1_2.jpg,Woman,2.297289398711655e-05,99.99997615814209,white,68.88502054721239,11.797507065386002,0.7261517890484207,0.07302306329223891,18.00654339829346,0.5117606211012972
grouptest1_3.jpg,Man,99.99990463256836,8.941741498347255e-05,white,98.43671312550981,0.15012975512845844,4.701380676323478e-08,4.245713409112287e-09,1.41314434860017,9.922316360433729e-06
grouptest1_4.jpg,Woman,0.0021483187083504163,99.99785423278809,middle eastern,19.06617844499221,8.162691930692906,0.014769228589935814,0.0014916150555604728,71.18786401676321,1.567007694662076
grouptest1_5.jpg,Man,99.74468946456909,0.2553133759647608,asian,0.520384544506669,5.690847709774971,85.34830808639526,2.6148254051804543,0.0727756239939481,5.75285367667675
grouptest1_6.jpg,Woman,0.36478701513260603,99.63520765304565,latino hispanic,15.283019840717316,52.47398614883423,12.484988570213318,2.6196282356977463,7.942670583724976,9.195703268051147
grouptest2_0.jpg,Man,99.36281442642212,0.6371916271746159,white,99.94957447052002,0.010618571832310408,1.2486272460421333e-06,3.390880284892539e-09,0.03981290792580694,1.517200942657837e-06
grouptest2_1.jpg,Man,87.35363483428955,12.646360695362091,white,99.98787641525269,0.008334690210176632,1.7306676924899733e-08,4.1214392467424366e-11,0.0037937581510050222,1.4349517407641343e-08
grouptest2_2.jpg,Man,63.84463310241699,36.15536391735077,asian,0.5066128749616667,11.083772694097322,85.23307354647359,0.636543045508447,0.044652289694870395,2.4953476709334654
grouptest2_3.jpg,Woman,10.586642473936081,89.41335678100586,white,44.43807303905487,36.433982849121094,2.919287793338299,0.20894280169159174,13.965392112731934,2.0343180745840073
